Loan_amt,Loan_term,emp_length,Home,Income_source_verified,Income_verified,Income_thou,Debt_income,delinq_2yrs,Credit_history_length,FICO,open_acc,Derogatory_recs,Revol_balance,Revol_util,Loan_rate
11000,60,10+ years,RENT,1,0,45,12.96,0,12.00547945,667,4,0,3725,0.81,18.25
33000,36,8 years,MORTGAGE,1,0,150,15.12,1,11.84383562,707,12,0,67158,0.799,9.67
9175,36,10+ years,RENT,1,0,42,24.49,0,8.917808219,697,11,0,6030,0.337,12.49
6000,36,3 years,MORTGAGE,1,0,55,22.02,0,19.76438356,667,17,1,3427,0.535,11.99
20000,36,10+ years,OWN,1,0,103,26.54,2,41.27671233,722,28,0,47847,0.318,7.62
13000,36,10+ years,MORTGAGE,0,0,60,31.72,0,18.42739726,722,12,0,10410,0.463,10.99
20000,36,7 years,RENT,0,1,55,24.33,0,25.68493151,772,6,0,21685,0.535,11.99
11100,36,1 year,MORTGAGE,0,1,27.9,26.62,1,15.84657534,697,7,0,10056,0.684,14.49
6000,36,2 years,RENT,1,0,16,30.83,0,25.85205479,727,9,0,6069,0.353,12.49
35000,36,10+ years,MORTGAGE,1,0,104,19.92,3,28.43561644,687,7,0,11868,0.771,14.99
4550,36,10+ years,MORTGAGE,0,1,38,28.74,0,3.915068493,662,10,0,14153,0.842,24.99
5125,36,10+ years,MORTGAGE,0,1,60,29.13,0,28.85479452,707,22,0,39065,0.526,15.61
35000,36,7 years,RENT,1,0,200,6.77,0,14.59178082,702,14,0,40187,0.646,13.65
28500,60,10+ years,MORTGAGE,1,0,65,26.36,1,30.68767123,682,25,0,25817,0.667,19.47
15975,60,10+ years,RENT,1,0,40,28.35,0,15.09315068,677,5,0,29634,0.893,18.25
15000,36,3 years,RENT,1,0,86.5,16.5,0,14.25753425,677,8,0,24852,0.994,15.31
2550,36,10+ years,MORTGAGE,0,0,54,7.96,0,15.92328767,787,12,0,11553,0.225,7.9
20000,60,1 year,OWN,1,0,152,19.97,0,13.25753425,687,14,0,16738,0.346,20.49
6000,36,10+ years,MORTGAGE,0,0,88,25.66,2,17.09315068,662,10,0,20564,0.975,15.31
7000,36,1 year,RENT,1,0,34,11.33,0,6.334246575,667,10,0,6419,0.713,11.99
2800,36,2 years,RENT,1,0,35,33.66,0,14.33972603,702,13,0,18890,0.399,19.47
16375,60,3 years,RENT,1,0,39,31.94,0,18.59452055,692,13,0,14455,0.567,16.29
11650,36,< 1 year,RENT,0,1,57.2,29.96,0,13.67671233,702,13,0,24367,0.952,14.16
12000,60,10+ years,MORTGAGE,0,0,110,10.29,0,25.09863014,672,10,0,21970,0.823,14.99
10000,60,< 1 year,OWN,1,0,72,9.92,4,8.756164384,682,9,0,2635,0.293,20.49
7975,36,n/a,RENT,0,1,24.72,22.04,0,12.25753425,662,14,3,7566,0.479,21.99
6000,36,8 years,MORTGAGE,1,0,91,15.66,0,13.84383562,692,14,0,21579,0.884,12.49
33000,36,1 year,OWN,0,1,95,12.14,0,16.42739726,717,15,0,34657,0.465,13.65
10800,60,5 years,MORTGAGE,0,0,40,19.41,0,20.43013699,722,17,0,9840,0.297,12.49
16575,36,7 years,MORTGAGE,0,1,50,28.39,1,49.36438356,737,35,0,17934,0.185,17.57
5200,36,10+ years,RENT,0,0,58,27.33,0,21.2630137,692,19,0,21366,0.493,19.47
25000,36,10+ years,RENT,1,0,77,24.34,0,23.01369863,697,7,0,39737,0.6,11.67
6000,36,< 1 year,RENT,1,0,19,20.66,1,28.35068493,667,7,0,1056,0.621,17.57
13825,60,2 years,MORTGAGE,0,1,55,10.19,2,29.26849315,677,14,1,19014,0.454,20.99
33000,60,10+ years,MORTGAGE,0,1,95.719,13.28,0,17.17534247,717,12,0,32357,0.658,13.65
11500,36,10+ years,MORTGAGE,0,0,38.633,11.59,2,14.00547945,662,11,0,8793,0.594,24.08
10000,36,7 years,OWN,1,0,35,25.65,0,9.421917808,677,13,0,5011,0.895,14.16
10000,36,6 years,RENT,1,0,28,30.6,1,9.087671233,667,14,0,13446,0.606,18.25
19200,36,3 years,MORTGAGE,0,1,170,17.18,0,29.85479452,732,16,0,27666,0.23,7.62
10575,60,1 year,MORTGAGE,0,0,47.2,19.68,1,14.50958904,677,12,0,12994,0.259,19.47
33000,36,< 1 year,MORTGAGE,0,1,130,7.18,0,29.76986301,742,12,0,28301,0.483,12.99
25000,60,10+ years,MORTGAGE,1,0,92.004,15.77,0,16.34246575,712,19,0,11278,0.268,18.25
10000,36,10+ years,OWN,1,0,60,14.22,0,14.92328767,767,18,0,15433,0.259,16.59
18000,36,< 1 year,MORTGAGE,1,0,150,21.79,4,13.92054795,682,16,0,12959,0.606,12.49
3000,36,n/a,RENT,0,1,55,15.15,2,14.59178082,687,15,0,4239,0.191,9.67
4400,36,10+ years,MORTGAGE,0,0,46,19.91,1,13.59178082,687,7,0,1132,0.755,15.61
14700,60,1 year,RENT,1,0,35,18.55,0,8.756164384,702,12,0,9868,0.931,18.92
11500,36,10+ years,MORTGAGE,1,0,94,3.94,0,22.34520548,672,11,1,7313,0.6,13.35
11000,36,10+ years,MORTGAGE,0,0,100.904,14.3,0,14.17260274,697,21,0,21527,0.398,7.9
35000,60,10+ years,MORTGAGE,0,1,89.024,31.1,0,20.9260274,727,17,0,54752,0.839,19.99
20000,60,9 years,MORTGAGE,1,0,84.343,29.17,0,14.75890411,692,7,0,9715,0.883,14.64
13000,36,10+ years,MORTGAGE,0,0,59.6,6.24,0,19.17808219,682,6,0,8295,0.415,13.65
5000,36,6 years,MORTGAGE,1,0,90,1.8,2,13.75890411,677,5,0,2112,0.42,13.65
9000,36,9 years,MORTGAGE,0,1,65,8.38,0,9.087671233,682,9,0,18028,0.736,10.99
7625,36,n/a,MORTGAGE,0,1,17.5,24.35,2,30.52054795,712,11,1,7102,0.24,15.31
18000,60,10+ years,RENT,0,1,80,11.6,0,12.75890411,687,8,0,28032,0.626,18.25
15000,36,10+ years,RENT,1,0,65,22.27,2,30.60273973,667,13,0,13450,0.306,12.99
24000,60,3 years,MORTGAGE,0,1,240,17.03,2,27.60273973,697,27,0,46043,0.267,14.99
12000,36,8 years,RENT,1,0,78,19.37,0,4.58630137,687,10,0,9276,0.61,14.49
32000,36,3 years,MORTGAGE,0,1,84,23.3,0,24.34794521,752,14,0,21169,0.319,8.9
12000,60,8 years,MORTGAGE,1,0,30,17.44,0,15.59452055,692,14,0,8340,0.549,15.61
3000,36,1 year,MORTGAGE,0,0,50,16.25,0,35.02191781,797,8,0,2425,0.14,7.62
13600,60,8 years,MORTGAGE,0,0,98,23.27,0,11.92054795,702,8,0,6592,0.532,14.16
15000,36,10+ years,OWN,0,1,72,22.43,0,22.92876712,727,9,0,13727,0.483,8.9
30300,60,10+ years,RENT,0,1,66,19.01,0,21.09589041,722,14,0,19478,0.928,21.99
10000,36,4 years,OWN,1,0,92,17.9,0,9.917808219,682,10,0,15970,0.882,9.67
12050,36,n/a,RENT,0,1,34,18.71,0,11.84383562,682,12,0,7626,0.417,12.49
9600,36,6 years,RENT,0,0,130,13.27,0,15.26027397,672,9,0,7736,0.751,10.15
10000,36,6 years,RENT,0,0,35.5,27.86,0,11.42465753,697,19,0,3019,0.755,15.61
28000,36,10+ years,MORTGAGE,1,0,75,33.38,0,21.76438356,707,9,0,48031,0.693,13.98
25000,60,10+ years,MORTGAGE,1,0,65,22.54,0,11.17260274,662,17,0,23541,0.93,17.57
18000,36,2 years,RENT,0,1,45,9.47,0,10.6739726,662,7,0,13559,0.579,14.16
29250,60,6 years,MORTGAGE,0,1,61,17.88,0,15.51232877,727,13,0,31564,0.392,19.99
15000,60,6 years,MORTGAGE,0,0,120,14.54,0,26.01369863,732,13,0,31071,0.575,12.99
7000,36,2 years,OWN,0,0,40,18.42,0,12.33972603,662,5,0,4547,0.535,16.29
5400,36,2 years,RENT,0,1,78,7.58,0,10.25479452,667,5,0,4815,0.719,17.86
11200,60,3 years,RENT,1,0,50,24.05,0,10.42191781,712,12,0,6677,0.351,10.99
13000,36,5 years,MORTGAGE,0,0,92,23.7,0,15.17534247,697,20,0,17413,0.324,10.99
4500,36,< 1 year,RENT,0,1,40,5.45,0,8.421917808,687,22,0,5150,0.572,7.9
15000,36,5 years,RENT,0,1,150,3.17,0,13.59178082,667,11,1,12359,0.782,16.59
20000,36,6 years,MORTGAGE,0,0,72,13.67,0,13.42465753,697,10,0,14545,0.658,11.99
21725,60,5 years,RENT,0,1,64,30.32,0,17.09315068,667,12,2,15633,0.405,22.15
35000,36,5 years,MORTGAGE,0,1,189,23.25,0,25.18082192,682,23,1,85835,0.936,15.61
7000,36,5 years,RENT,1,0,175,2.78,1,23.43287671,687,9,0,14306,0.482,11.99
3000,36,10+ years,RENT,0,0,43.8,6.68,0,14.33972603,677,5,0,3243,0.569,11.99
7000,36,1 year,RENT,1,0,46,30.79,0,8.421917808,717,24,0,3849,0.397,14.64
10000,36,10+ years,MORTGAGE,0,0,30,9,0,14.42465753,707,8,0,8337,0.386,11.99
5000,36,4 years,RENT,0,0,29,12.25,0,8.506849315,672,7,0,4014,0.358,15.61
2500,36,3 years,RENT,0,0,52,20.38,0,9.169863014,732,5,0,1025,0.488,12.49
14400,36,4 years,RENT,1,0,60,13.39,0,9.254794521,667,12,0,23681,0.578,7.9
13600,60,9 years,MORTGAGE,0,0,45,28.32,0,14.59178082,732,8,0,14702,0.913,10.99
14300,60,5 years,MORTGAGE,1,0,85,18.71,0,11.42465753,747,15,0,8555,0.287,10.99
14575,36,2 years,RENT,0,1,33.328,31.36,0,17.00821918,697,6,0,8529,0.762,18.25
8000,36,2 years,RENT,1,0,48,19.83,0,9.589041096,687,13,0,4391,0.276,7.9
10500,60,1 year,MORTGAGE,0,0,50,10.18,0,8.169863014,672,8,0,9785,0.89,24.5
20800,60,3 years,MORTGAGE,0,1,52.599,28.18,0,17.34246575,697,9,0,33086,0.799,18.92
10000,36,n/a,MORTGAGE,0,1,56,12.34,0,39.93972603,687,9,0,20638,0.826,11.99
6475,36,10+ years,MORTGAGE,0,1,55,13.07,0,16.42739726,712,13,1,5494,0.419,12.99
10775,36,8 years,MORTGAGE,0,0,41,18.03,0,11.84383562,702,15,0,12843,0.324,12.99
6500,36,10+ years,MORTGAGE,0,0,36,26.33,0,13.67671233,672,13,0,6890,0.621,12.49
6000,36,2 years,MORTGAGE,0,0,90,8.13,0,8.087671233,662,12,1,14035,0.632,18.25
7000,36,4 years,OWN,1,0,30,31.8,0,8.169863014,662,8,0,5333,0.833,12.99
20225,60,3 years,MORTGAGE,1,0,45,14.27,0,32.01917808,722,7,0,17600,0.884,17.57
9675,36,< 1 year,RENT,1,0,70,19.8,0,6.419178082,742,9,0,7192,0.287,7.9
14400,36,1 year,RENT,0,0,155,24.08,0,13.00547945,722,9,0,37483,0.914,7.62
13000,36,1 year,RENT,0,0,122,22.29,0,21.43013699,697,20,0,14395,0.37,8.9
6000,36,2 years,RENT,1,0,40,11.87,0,10.75616438,747,17,0,6896,0.157,6.03
10000,36,1 year,RENT,0,1,62.4,8.98,0,11.17260274,707,9,0,6673,0.365,12.49
9000,36,10+ years,RENT,1,0,48,27.31,6,16.34246575,702,9,1,7827,0.219,14.16
11000,36,2 years,RENT,1,0,50.5,11.19,0,9.087671233,757,6,0,3787,0.199,7.9
3600,36,5 years,MORTGAGE,0,0,41,18.44,0,16.34246575,677,5,0,2042,0.314,10.99
7200,36,10+ years,RENT,1,0,64.5,4.45,0,22.09589041,742,12,0,9224,0.289,14.64
18000,36,10+ years,MORTGAGE,1,0,160,13.02,0,21.17808219,702,11,0,125153,0.75,12.99
10000,36,10+ years,RENT,1,0,48.2,24.38,1,12.09041096,677,11,0,11221,0.427,18.25
7925,36,< 1 year,RENT,0,1,52,20.47,0,16.34246575,662,27,1,2275,0.429,16.59
28000,36,10+ years,MORTGAGE,0,0,87,18.84,0,19.84931507,712,10,0,15305,0.522,8.39
13000,36,8 years,MORTGAGE,0,0,49,10.41,0,7.756164384,677,8,0,5265,0.458,15.31
4000,36,4 years,RENT,0,1,30,27.4,0,22.43013699,662,5,0,14128,0.851,17.57
12000,60,10+ years,MORTGAGE,0,0,35,11.18,0,21.9260274,822,8,0,479,0.014,13.35
15550,60,5 years,RENT,0,1,39,13.05,0,10.75616438,682,6,0,12159,0.957,22.45
9000,36,1 year,RENT,1,0,66.5,24.8,0,13.84383562,712,21,0,14467,0.524,8.9
30000,60,3 years,MORTGAGE,0,1,95.392,15.21,0,24.92876712,662,9,0,27240,0.744,16.59
20000,36,2 years,RENT,0,0,48,30.68,0,33.85753425,737,21,0,19337,0.282,8.9
7200,36,10+ years,RENT,0,1,38,21.98,1,29.68767123,677,15,0,4630,0.24,10.99
19500,60,3 years,MORTGAGE,0,0,48.8,19.48,0,24.01369863,677,13,0,27791,0.737,18.99
20000,36,10+ years,MORTGAGE,1,0,170,6.19,0,17.26027397,667,17,0,24196,0.606,14.64
14000,36,n/a,MORTGAGE,0,1,36,23.57,1,11.59178082,677,6,0,2961,0.617,14.16
10500,36,2 years,OWN,1,0,80,10.07,0,13.92054795,722,22,0,9214,0.456,10.99
6000,36,3 years,RENT,0,0,54,4.87,0,24.68493151,737,4,0,9668,0.338,10.99
16000,60,10+ years,MORTGAGE,1,0,123.96,10.03,2,14.50958904,672,11,0,16842,0.814,16.99
35000,36,10+ years,MORTGAGE,0,1,85,28.08,0,23.18082192,722,13,0,29194,0.844,10.99
12000,36,5 years,MORTGAGE,1,0,45,18.53,0,31.18630137,692,17,1,18356,0.545,13.35
7800,36,4 years,RENT,1,0,67,11.79,1,7.673972603,682,5,0,1491,0.452,16.59
11000,60,10+ years,RENT,1,0,54.781,20.9,0,8.589041096,692,16,1,17897,0.416,13.35
2500,36,10+ years,RENT,0,0,45,10.27,0,11.67671233,742,7,0,5213,0.186,13.65
5500,36,10+ years,MORTGAGE,0,0,40,23.16,1,20.34520548,672,12,1,2671,0.252,14.16
10300,36,10+ years,MORTGAGE,1,0,70,16.29,0,16.59452055,737,7,0,6994,0.177,7.12
20000,36,10+ years,MORTGAGE,0,1,105,15.75,0,42.94246575,667,11,1,48859,0.816,13.98
27725,60,10+ years,MORTGAGE,0,0,55.5,15.63,0,21.84931507,707,9,0,35891,0.601,14.16
11000,36,< 1 year,MORTGAGE,0,0,75,13.24,1,17.67945205,667,17,1,22778,0.643,14.16
28000,36,7 years,MORTGAGE,0,0,120,19.23,0,21.76438356,722,9,0,56226,0.862,8.9
10000,36,10+ years,MORTGAGE,0,1,58,4.7,2,18.84657534,687,8,0,6737,0.337,11.99
25000,60,10+ years,MORTGAGE,0,1,92.2,10.13,0,21.0109589,677,7,0,25790,0.934,18.25
10000,36,1 year,MORTGAGE,0,0,36,16.4,0,8.336986301,672,18,0,11242,0.745,10.99
20000,36,8 years,OWN,0,0,56.82495,18.84,0,10.08767123,732,12,0,16286,0.44,8.9
19800,60,10+ years,MORTGAGE,0,0,55,16.26,1,15.34246575,692,6,0,17022,0.665,19.47
14375,60,10+ years,MORTGAGE,1,0,86.766,25.13,1,12.25753425,702,11,0,8003,0.593,17.57
3000,36,n/a,RENT,1,0,20,10.38,0,14.00547945,702,9,1,3407,0.226,19.99
35000,36,10+ years,MORTGAGE,0,1,245,6.51,1,29.76986301,717,21,0,11294,0.206,14.64
35000,60,10+ years,MORTGAGE,0,1,130.16,9.83,0,30.93424658,737,7,0,47968,0.931,16.59
30000,60,10+ years,MORTGAGE,0,1,122.832,18.77,0,21.76438356,687,16,0,32009,0.691,14.16
7000,36,3 years,RENT,1,0,60,7.04,5,9.169863014,662,6,0,3500,0.636,14.64
6500,36,< 1 year,RENT,1,0,49.5,30.16,0,16.34246575,687,11,0,8011,0.756,15.31
20375,36,< 1 year,RENT,0,0,64,18.17,0,19.43013699,697,10,0,40766,0.487,10.99
11325,60,n/a,MORTGAGE,0,1,25.776,4.93,0,18.17534247,722,9,0,1842,0.19,15.31
2500,36,10+ years,MORTGAGE,0,0,95,19.64,0,18.00821918,687,18,0,29766,0.571,19.99
26000,60,10+ years,RENT,1,0,59,11.9,2,46.94520548,707,10,0,1483,0.1,12.99
7000,36,4 years,RENT,0,0,33.27193,14.18,0,22.43013699,662,6,0,5249,0.86,13.98
30000,36,10+ years,MORTGAGE,0,1,240,9.71,0,14.67671233,692,17,0,30560,0.698,14.64
10000,36,6 years,MORTGAGE,0,0,35,9.29,0,29.10136986,697,7,0,11152,0.514,7.9
15000,60,10+ years,MORTGAGE,1,0,63,17.39,0,15.34246575,707,8,1,15550,0.503,13.65
8425,36,10+ years,MORTGAGE,1,0,38,14.31,0,11.42465753,707,4,0,6141,0.714,19.52
29000,60,< 1 year,RENT,0,1,71.5,23.65,0,13.75890411,712,12,0,21025,0.91,18.25
26000,36,2 years,MORTGAGE,0,0,115,16.5,1,18.84657534,757,10,0,26987,0.215,6.62
2700,36,2 years,RENT,0,0,37,13.53,0,13.84383562,742,7,0,2481,0.195,12.99
3625,36,1 year,RENT,0,1,36.12,18.1,0,9.169863014,667,10,0,8129,0.496,18.25
20000,60,5 years,OWN,0,0,68,27.16,0,17.09315068,727,16,0,18194,0.569,15.31
13925,60,6 years,RENT,1,0,35,24.86,1,7.421917808,687,11,0,11122,0.508,18.92
16000,36,10+ years,MORTGAGE,1,0,52,23.63,0,29.10136986,707,11,0,29476,0.658,13.98
25000,36,5 years,MORTGAGE,1,0,145,22.56,0,20.17808219,772,23,0,38966,0.26,6.03
10000,36,10+ years,RENT,0,1,75,4.8,0,11.50958904,672,5,0,8630,0.918,13.65
32500,36,8 years,RENT,0,1,95,4.78,0,7.087671233,662,3,0,16894,0.889,15.61
20000,36,1 year,MORTGAGE,0,0,90,12.75,0,16.00821918,727,13,0,18358,0.483,7.62
25000,36,10+ years,MORTGAGE,0,0,95.6,10.18,0,24.76712329,727,10,0,39752,0.59,8.9
26000,60,10+ years,RENT,1,0,80,21.96,0,19.34520548,687,10,0,14419,0.771,18.92
6350,36,n/a,OWN,0,1,18.8748,12.72,0,26.34794521,677,5,1,7424,0.538,17.57
5850,36,3 years,RENT,0,1,36,10.87,0,19.43013699,672,30,1,6922,0.276,16.29
6250,36,n/a,MORTGAGE,1,0,64,16.58,0,14.33972603,677,4,1,2809,0.69,13.98
35000,60,10+ years,OWN,0,1,105,30.5,0,17.42739726,727,24,0,41680,0.714,16.59
35000,36,8 years,MORTGAGE,0,1,265,8.72,0,28.60273973,717,11,0,29303,0.708,15.31
35000,36,1 year,MORTGAGE,0,1,105,25.69,0,20.76438356,692,19,0,63254,0.888,15.31
14700,36,< 1 year,RENT,1,0,35,25.14,0,27.60273973,667,13,3,9840,0.615,16.59
12000,36,6 years,RENT,0,1,57,24.07,0,8.421917808,662,8,0,17745,0.939,17.57
14000,36,< 1 year,RENT,0,0,81,19.54,0,15.00821918,707,14,0,19863,0.467,7.69
16000,60,7 years,MORTGAGE,0,1,62.5,17.32,0,9.336986301,697,5,0,16482,0.867,15.61
5000,36,4 years,MORTGAGE,1,0,83,25.14,0,14.84383562,812,7,0,2559,0.146,6.03
19800,36,10+ years,MORTGAGE,0,0,78,27.52,0,39.44383562,672,17,0,19914,0.793,11.67
26000,36,10+ years,RENT,1,0,70,16.15,0,31.27123288,722,10,0,14664,0.392,7.9
12000,36,2 years,MORTGAGE,0,0,55,18.37,1,13.33972603,717,9,0,12080,0.671,6.62
26000,36,1 year,RENT,1,0,70,7.9,0,17.67945205,677,12,1,13594,0.275,7.12
6500,36,4 years,RENT,1,0,37.452,18.14,0,7.506849315,682,9,0,6395,0.627,11.99
15000,60,10+ years,RENT,1,0,47,29.37,1,11.17260274,662,10,1,5259,0.487,21.18
4750,36,3 years,RENT,0,0,108.2,13.62,0,28.35068493,662,13,0,4272,0.475,17.57
10000,36,10+ years,RENT,0,1,58,14.86,0,13.92054795,662,12,2,4832,0.428,15.31
12000,36,2 years,RENT,0,1,40,18.09,0,21.43013699,662,8,0,17956,0.339,19.99
1975,36,6 years,RENT,0,0,53,22.64,0,12.25753425,692,9,1,4468,0.894,15.31
35000,36,1 year,MORTGAGE,0,1,250,5.73,1,18.00821918,742,16,0,5217,0.118,11.67
16825,36,10+ years,MORTGAGE,1,0,56.1392,27.94,1,27.01643836,662,24,0,38094,0.417,18.24
7025,36,7 years,MORTGAGE,0,1,43,15.52,0,16.42739726,687,15,1,15919,0.624,16.59
13000,60,3 years,RENT,1,0,40,34.71,0,26.09863014,677,9,0,14820,0.526,15.61
22500,36,3 years,RENT,1,0,75,15.47,0,15.34246575,697,11,0,13376,0.659,8.39
6000,36,3 years,MORTGAGE,1,0,38,18.07,0,7.917808219,662,10,0,11431,0.778,19.99
6000,36,10+ years,OWN,0,0,157,13.44,0,15.00821918,747,25,0,27044,0.31,14.16
10000,36,1 year,MORTGAGE,0,0,140,7.88,0,13.50958904,757,8,0,17273,0.367,6.03
5975,36,9 years,RENT,1,0,42,28.26,0,11.50958904,697,12,0,5098,0.354,14.64
15000,60,10+ years,MORTGAGE,0,0,64,26.28,0,30.43561644,737,10,0,3882,0.294,13.65
8950,36,3 years,OWN,1,0,25,18.24,0,9.087671233,712,13,1,9281,0.33,17.57
6000,36,9 years,RENT,0,0,55.188,18.96,1,34.43835616,667,14,0,9010,0.644,11.67
10000,60,5 years,RENT,0,1,60,15.56,0,10.92054795,712,15,1,5768,0.227,18.99
8000,36,10+ years,RENT,0,1,72.099,11.8,0,18.17534247,667,10,1,6776,0.32,10.99
10000,36,4 years,MORTGAGE,0,0,90,28.41,0,22.17808219,667,10,3,3645,0.552,13.35
9800,36,n/a,OWN,1,0,45.37,14.93,0,24.34794521,677,15,0,6357,0.344,7.69
15000,36,10+ years,RENT,0,1,44,9.36,0,17.42739726,662,7,0,7743,0.561,16.99
32950,60,5 years,MORTGAGE,0,1,66,5.44,0,9.506849315,697,2,0,813,0.478,16.29
21725,60,1 year,MORTGAGE,0,1,54.48,0.33,0,12.67671233,792,4,0,612,0.053,16.29
9000,36,6 years,RENT,1,0,68,16.13,5,14.75890411,672,11,0,1103,0.054,20.99
24200,36,9 years,RENT,1,0,64.8,25.81,0,17.09315068,732,8,0,6643,0.633,10.99
10075,36,1 year,RENT,0,0,35,22.7,0,12.00547945,697,16,0,14405,0.504,16.99
15950,60,10+ years,RENT,1,0,40,23.82,2,14.25753425,662,3,0,2418,0.834,20.2
24500,36,< 1 year,RENT,1,0,135,15.26,0,14.50958904,697,8,0,68121,0.867,7.69
30000,60,8 years,OWN,0,1,180,14.37,0,20.2630137,712,11,0,10737,0.317,14.49
9000,36,< 1 year,RENT,1,0,65,8.2,1,11.92054795,672,14,0,7513,0.548,11.67
17000,36,10+ years,OWN,0,0,44.206,19.49,1,17.51232877,667,19,0,17766,0.826,10.15
24000,36,10+ years,MORTGAGE,0,1,88,14.82,0,37.1890411,767,14,0,19467,0.203,6.03
21975,60,6 years,RENT,1,0,50,12.39,0,8.002739726,667,6,0,14711,0.791,18.99
10400,36,8 years,MORTGAGE,0,1,42.5,27.37,0,12.50958904,727,12,0,12950,0.491,6.49
12100,60,2 years,MORTGAGE,1,0,55,23.5,0,12.59178082,717,5,0,9404,0.94,13.98
26000,60,10+ years,RENT,1,0,67.572,16.02,1,14.84383562,717,6,0,10438,0.311,14.49
12000,60,8 years,RENT,0,1,50,4.58,0,15.09315068,672,11,1,6267,0.681,14.99
5175,36,10+ years,MORTGAGE,0,1,52,21,1,21.76438356,707,14,0,9247,0.402,17.57
18000,60,8 years,RENT,1,0,45,11.25,0,8.169863014,697,4,0,5778,0.792,16.99
11000,36,10+ years,RENT,1,0,115,13.66,0,8.002739726,667,7,0,8098,0.618,12.49
5000,36,10+ years,MORTGAGE,1,0,62,3.83,4,29.43561644,682,13,4,4340,0.152,14.49
8000,36,1 year,OWN,0,1,150,12.41,0,19.43013699,707,11,0,22228,0.666,15.61
21600,36,2 years,RENT,1,0,50,19.64,0,25.26575342,677,15,0,21692,0.718,8.39
21075,60,4 years,RENT,1,0,47,23.52,0,13.33972603,707,16,0,8197,0.24,16.99
5400,36,5 years,RENT,0,0,33.4,21.2,0,10.16986301,697,6,0,4389,0.744,8.39
12800,36,5 years,MORTGAGE,0,1,74,23.16,0,10.3369863,672,12,0,27509,0.936,10.99
5000,36,3 years,RENT,0,0,69,25.91,0,10.6739726,677,14,0,23366,0.946,20.2
24000,60,4 years,MORTGAGE,0,0,100,15.83,0,25.09863014,682,12,0,42390,0.636,15.61
11250,36,6 years,MORTGAGE,1,0,110,15.26,2,33.43835616,702,7,0,1629,0.055,10.99
5000,36,2 years,MORTGAGE,0,0,86.4,7.26,0,19.51506849,662,4,0,22572,0.815,12.49
5000,36,9 years,MORTGAGE,1,0,89,9.36,0,27.01643836,662,7,1,2525,0.277,11.67
15000,60,10+ years,MORTGAGE,1,0,117,13.84,2,19.51506849,667,14,1,16453,0.68,15.61
10450,36,10+ years,MORTGAGE,0,0,60,20.86,0,12.84383562,682,9,0,10229,0.478,12.49
8400,36,4 years,RENT,0,1,40,5.94,0,20.84931507,662,8,2,6186,0.346,13.98
23875,60,6 years,MORTGAGE,0,0,52,22.32,0,7.756164384,702,12,0,9385,0.375,18.24
15000,36,2 years,MORTGAGE,0,0,80,20.03,0,13.50958904,697,11,0,20352,0.695,10.15
15000,60,8 years,OWN,1,0,47,34.98,2,16.09315068,667,15,0,4564,0.601,16.29
29000,36,10+ years,MORTGAGE,1,0,200,9.64,0,40.77808219,707,17,4,18955,0.495,10.99
17000,36,10+ years,OWN,1,0,216,5.43,0,26.26575342,762,10,0,24682,0.444,6.03
14000,36,7 years,MORTGAGE,0,0,115.462,17.21,0,11.50958904,697,19,0,21469,0.529,9.17
16150,60,8 years,MORTGAGE,0,1,163,19.3,0,10.25479452,672,32,0,34075,0.869,25.89
5500,36,10+ years,MORTGAGE,1,0,104,12.81,0,16.92328767,782,13,0,14289,0.181,6.03
28000,60,5 years,OWN,1,0,110,20.28,0,25.68493151,682,16,0,68002,0.662,15.61
33575,60,n/a,RENT,0,1,73,33.91,0,26.34794521,717,14,0,32714,0.702,18.24
31200,60,10+ years,MORTGAGE,0,1,94.6,9.74,0,13.67671233,717,4,0,5250,0.875,16.99
20000,36,10+ years,MORTGAGE,0,0,84,18.29,1,25.09863014,747,11,0,27797,0.535,8.39
8350,36,10+ years,MORTGAGE,0,0,55,23.26,0,36.60821918,767,10,0,29336,0.6,8.39
16250,60,4 years,RENT,1,0,37,27.47,0,16.26027397,692,12,1,10621,0.452,16.99
14575,36,4 years,RENT,1,0,70,22.32,0,14.67671233,662,19,0,7783,0.802,14.99
35000,60,2 years,RENT,0,1,325,7.55,1,16.00821918,707,11,0,49517,0.643,13.98
4300,36,1 year,MORTGAGE,0,0,70,20.52,0,15.42739726,667,14,0,16567,0.679,12.99
5000,36,7 years,MORTGAGE,0,0,30,11.16,2,11.75890411,667,12,1,4892,0.453,11.67
18000,36,10+ years,MORTGAGE,0,1,100.5,15.79,0,26.09863014,787,13,0,8239,0.092,8.39
15275,36,3 years,OWN,1,0,60,24.6,0,17.92328767,662,7,0,26256,0.881,16.99
24000,60,9 years,MORTGAGE,1,0,60,13.36,1,10.84109589,677,4,0,12862,0.495,16.99
23200,36,1 year,RENT,1,0,145,12.39,0,40.19178082,747,17,0,25340,0.605,7.69
4600,36,10+ years,RENT,0,0,68,11.44,4,20.0109589,662,8,0,1504,0.537,16.29
28000,36,10+ years,MORTGAGE,0,0,80,6.09,0,11.00547945,677,8,0,13906,0.756,11.67
3000,36,n/a,OWN,0,1,62.745,33.92,0,16.09315068,672,17,0,25283,0.655,18.24
10000,36,1 year,MORTGAGE,1,0,70,15.29,2,13.50958904,692,9,0,10466,0.557,10.99
18000,36,10+ years,MORTGAGE,0,1,126,17.88,0,21.59726027,737,13,0,23820,0.421,7.69
